-3.018329739570617676e-01,-2.185526490211486816e-01,-1.445726864039897919e-02,4.612354561686515808e-02,3.835044801235198975e-02,1.162913441658020020e-01,-5.383821725845336914e-01,-1.470139175653457642e-01,-3.955334722995758057e-01,-1.544972062110900879e-01,2.286800444126129150e-01,-6.886899005621671677e-03,-3.230854570865631104e-01,-1.227287352085113525e-01,1.298286169767379761e-01,-4.093538522720336914e-01,-1.642689555883407593e-01,-3.369440734386444092e-01,-1.427669525146484375e-01,6.880792975425720215e-01,4.852544665336608887e-01,3.651245832443237305e-01,-1.631820499897003174e-01,2.977339327335357666e-01,-5.046141743659973145e-01,1.193827465176582336e-01,-3.308388590812683105e-01,-8.411161834374070168e-04,-9.789580106735229492e-02,-6.381668895483016968e-02,5.065646171569824219e-01,1.437026858329772949e-01
7.253696024417877197e-02,-1.962902545928955078e-01,2.917699515819549561e-01,-2.148438394069671631e-01,2.685826420783996582e-01,-2.192038297653198242e-01,2.875780165195465088e-01,2.446682304143905640e-01,-9.360150247812271118e-02,1.827495247125625610e-01,-4.886040687561035156e-01,3.546718135476112366e-02,-3.995294272899627686e-01,-4.894990921020507812e-01,1.004926487803459167e-02,1.342822015285491943e-01,-2.833186089992523193e-01,2.476161420345306396e-01,-3.386481404304504395e-01,-3.881427347660064697e-01,3.022406101226806641e-01,-5.771641135215759277e-01,-1.209677830338478088e-01,2.471056729555130005e-01,1.387824863195419312e-01,2.987700402736663818e-01,2.200832515954971313e-01,5.617845654487609863e-01,-4.012691974639892578e-01,-3.941764831542968750e-01,-4.965415298938751221e-01,-5.544419884681701660e-01
2.436532229185104370e-01,2.106489688158035278e-01,-3.070389032363891602e-01,-1.217084005475044250e-01,-3.037412185221910477e-03,-5.052088573575019836e-02,1.179914698004722595e-01,3.070831298828125000e-01,3.295677900314331055e-01,1.949164569377899170e-01,1.941530853509902954e-01,3.108332753181457520e-01,-1.370612233877182007e-01,-2.025747299194335938e-01,-2.333239912986755371e-01,1.485961675643920898e-02,4.258597791194915771e-01,-3.931363672018051147e-02,-5.184569954872131348e-02,1.710487604141235352e-01,7.005883008241653442e-02,4.807914793491363525e-02,-2.132416814565658569e-01,1.160546541213989258e-01,-2.273924946784973145e-01,3.875510692596435547e-01,-5.423112511634826660e-01,1.358438581228256226e-01,-1.421363800764083862e-01,2.823619917035102844e-02,-1.849601119756698608e-01,1.477901339530944824e-01
2.328982017934322357e-02,7.595619559288024902e-02,-1.840967871248722076e-02,2.948286533355712891e-01,2.008323967456817627e-01,-2.253520935773849487e-01,-2.707370817661285400e-01,3.119540512561798096e-01,-2.851537466049194336e-01,2.423506230115890503e-01,-1.511433124542236328e-01,-6.387579441070556641e-02,4.530262649059295654e-01,-3.368403017520904541e-01,1.490834355354309082e-02,-1.918990164995193481e-01,3.194538950920104980e-01,1.004712432622909546e-01,-4.416113197803497314e-01,-2.196710705757141113e-01,-2.604885697364807129e-01,1.063023954629898071e-01,2.293228544294834137e-02,-1.392275542020797729e-01,2.712596654891967773e-01,3.296832442283630371e-01,8.051463961601257324e-02,-5.736470818519592285e-01,-1.206108778715133667e-01,2.258885651826858521e-01,2.473661899566650391e-01,-5.717757157981395721e-03
-1.880799382925033569e-01,4.074706733226776123e-01,-4.133409634232521057e-02,-1.505932509899139404e-01,4.910529255867004395e-01,-1.534452587366104126e-01,-9.869221597909927368e-02,-3.736569285392761230e-01,8.758928626775741577e-02,-4.305598735809326172e-01,9.578156471252441406e-02,-2.098087668418884277e-01,-7.589260488748550415e-02,-2.029623240232467651e-01,2.746000885963439941e-01,2.603865861892700195e-01,-3.538711369037628174e-01,1.936216279864311218e-02,1.841670274734497070e-01,-1.043774709105491638e-01,1.176211014389991760e-01,8.295368403196334839e-02,2.222405672073364258e-01,-2.450024485588073730e-01,8.650930225849151611e-02,-2.997606098651885986e-01,-1.750877648591995239e-01,4.704670608043670654e-01,1.225016117095947266e-01,-1.558692101389169693e-02,1.648103892803192139e-01,-5.626116394996643066e-01
-1.952727586030960083e-01,-2.556015551090240479e-01,3.162265121936798096e-01,2.997775375843048096e-01,1.597541421651840210e-01,2.171394973993301392e-01,1.875717937946319580e-01,7.992388308048248291e-02,-1.035735383629798889e-01,2.877826392650604248e-01,-1.298040747642517090e-01,-3.045164346694946289e-01,-2.743327021598815918e-01,3.421428203582763672e-01,2.871901392936706543e-01,-2.196444720029830933e-01,-1.832499057054519653e-01,5.970960110425949097e-02,1.613983511924743652e-01,-2.704460918903350830e-01,-4.956259429454803467e-01,2.520634829998016357e-01,-4.613130877260118723e-04,-1.391338557004928589e-01,-1.618027873337268829e-02,-1.436555832624435425e-01,1.404088586568832397e-01,-5.491932034492492676e-01,-1.932673603296279907e-01,-3.250065445899963379e-01,-1.604199409484863281e-01,-5.162175744771957397e-02
-3.317685425281524658e-01,-3.774078488349914551e-01,4.278546571731567383e-01,3.153405338525772095e-02,4.494642317295074463e-01,5.340738967061042786e-02,1.365951597690582275e-01,1.321732401847839355e-01,-9.628996998071670532e-02,-4.818393588066101074e-01,3.476566672325134277e-01,-3.248817920684814453e-01,-2.857128381729125977e-01,1.114903613924980164e-01,2.388017773628234863e-01,3.371217846870422363e-01,-2.513684332370758057e-01,-5.017541050910949707e-01,-1.739381402730941772e-01,-2.693712711334228516e-01,8.284294605255126953e-02,-2.425344288349151611e-02,1.436453014612197876e-01,2.843380868434906006e-01,-9.519829601049423218e-02,-2.875454723834991455e-01,1.236092746257781982e-01,7.196496427059173584e-02,8.541618473827838898e-03,-3.374044224619865417e-02,-1.631115912459790707e-03,-9.475483559072017670e-03
3.141809105873107910e-01,1.881539672613143921e-01,8.754917979240417480e-02,-2.435685694217681885e-01,-8.627510815858840942e-02,2.911084890365600586e-01,1.741617023944854736e-01,-1.494118869304656982e-01,-2.204885631799697876e-01,2.226614803075790405e-01,-5.502415075898170471e-02,5.137568116188049316e-01,1.011126115918159485e-01,-3.621017932891845703e-01,1.805098056793212891e-01,8.306749910116195679e-02,-1.967034041881561279e-01,-2.473416328430175781e-01,-2.575739622116088867e-01,2.369755059480667114e-01,5.407817289233207703e-02,3.297050669789314270e-02,-1.318638622760772705e-01,-4.168402254581451416e-01,5.573857426643371582e-01,1.295161545276641846e-01,-3.536612167954444885e-02,7.891505211591720581e-02,-1.493676006793975830e-01,2.809193134307861328e-01,-1.824601739645004272e-01,-3.908614814281463623e-02
1.059522330760955811e-01,-4.762088879942893982e-02,-9.001956880092620850e-02,2.194330394268035889e-01,-1.853585541248321533e-01,2.369146328419446945e-03,-6.980964541435241699e-02,3.366292715072631836e-01,-2.596384584903717041e-01,-1.876225471496582031e-01,1.682356148958206177e-01,-6.590294837951660156e-02,-2.675204277038574219e-01,1.376741100102663040e-03,2.224269509315490723e-01,1.042002905160188675e-02,-1.570744067430496216e-01,5.945704877376556396e-02,2.895130515098571777e-01,6.658514589071273804e-02,1.752608418464660645e-01,-2.508454918861389160e-01,1.549183130264282227e-01,2.471396625041961670e-01,-1.124780103564262390e-01,-1.461429148912429810e-01,-1.368678361177444458e-01,-3.834025561809539795e-01,3.017922639846801758e-01,3.363021016120910645e-01,-4.082604944705963135e-01,-2.388391345739364624e-01
3.910812735557556152e-01,-8.019857108592987061e-03,-1.751889139413833618e-01,-3.226751834154129028e-02,-2.711280882358551025e-01,-1.223721504211425781e-01,1.637562662363052368e-01,-1.462666243314743042e-01,-2.554707527160644531e-01,-1.915843486785888672e-01,1.530056893825531006e-01,-4.860383570194244385e-01,1.229900587350130081e-02,3.005305863916873932e-02,-1.843709647655487061e-01,-1.124402582645416260e-01,-3.517522811889648438e-01,2.860586345195770264e-01,2.779535483568906784e-03,1.190190836787223816e-01,-8.545019477605819702e-02,5.083879828453063965e-01,3.710638880729675293e-01,-4.766573607921600342e-01,-5.035175010561943054e-02,-2.154128812253475189e-02,-1.499661058187484741e-01,7.922908663749694824e-02,9.714340791106224060e-03,4.015399217605590820e-01,3.136583268642425537e-01,-6.824248284101486206e-02
